SYMBOL
DIA
FEZ
XITK
DGT
PSK
NZAC
CWI
EFAX
QEFA
EEMX
QEMM
NZUS
SHE
QUS
QWLD
XNTK
SPDW
SPEM
SPEU
SPGM
SPTM
SPMD
SPLG
SPYG
SPYD
SPYV
SPSM
ONEV
ONEY
MDYG
MDYV
EFIV
SPY
SLYG
SLYV
EDIV
CNRG
ROKT
FITE
SIMS
KOMP
HAIL
MDY
ESIX
MMTM
VLU
SPYX
XAR
KBE
XBI
KCE
GXC
SDY
GMF
EWX
WDIV
XHE
XHS
XHB
KIE
DWX
GWX
XME
XES
XOP
XPH
KRE
XRT
XSD
XSW
XTL
XTN
LGLV
XLSR
SMLV
XLC
XLY
XLP
XLE
XLF
XLV
XLI
XLB
XLRE
XLK
XLU
VGT
QQQ
QQQM
XLG
MGK
IGM
DAPP
XLY
SLV
GLD
BND
BNDX
DBC
SH
INDA
GDX
GDXJ
IWM
IWO
IWN
VEU
DXJ
EPI
