SYMBOL
MSFT
AAPL
NVDA
GOOGL
AMZN
META
LLY
AVGO
TSLA
JPM
V
WMT
XOM
UNH
MA
PG
ORCL
COST
JNJ
HD
MRK
BAC
ABBV
NFLX
CVX
KO
AMD
QCOM
ADBE
PEP
CRM
TMO
LIN
TMUS
WFC
AMAT
DHR
CSCO
MCD
DIS
ABT
ACN
TXN
GE
VZ
INTU
AXP
AMGN
PM
CAT
MU
PFE
IBM
MS
ISRG
NEE
NOW
CMCSA
BX
UBER
GS
NKE
RTX
SPGI
HON
UNP
LRCX
SCHW
SYK
BKNG
INTC
ETN
COP
LOW
T
ELV
VRTX
TJX
PGR
UPS
ADI
BLK
REGN
C
BSX
KLAC
LMT
BA
PLD
MDT
CB
DE
MMC
ANET
PANW
ADP
CI
ABNB
AMT
SNPS
SBUX
CMG
HCA
MDLZ
FI
SO
CDNS
BMY
APH
WM
GILD
GD
DUK
ZTS
ICE
CL
MCK
MO
CVS
SHW
TT
MCO
EQIX
TDG
CME
CTAS
ITW
FCX
NXPI
ECL
MAR
EOG
CEG
BDX
TGT
PH
AON
PYPL
CSX
NOC
MSI
WELL
SLB
APD
EMR
FDX
USB
PNC
MPC
RSG
ORLY
ROP
CARR
PSX
AJG
PCAR
MMM
MRNA
GM
OXY
EW
HLT
CPRT
COF
WMB
MNST
NSC
PSA
SPG
AFL
SMCI
VLO
MCHP
ADSK
MET
AIG
ROST
AZO
DLR
SRE
TFC
TRV
NEM
DHI
KMB
JCI
F
FTNT
AEP
COR
O
STZ
KDP
DXCM
OKE
TEL
GWW
CHTR
HES
PAYX
KMI
BK
CCI
HUM
LEN
FIS
D
AMP
IDXX
ALL
LHX
URI
EL
PRU
PWR
LULU
KHC
OTIS
MPWR
PCG
IQV
DOW
AME
YUM
RCL
MSCI
A
HSY
VRSK
ODFL
NUE
GIS
IR
CNC
KR
ACGL
CMI
EA
PEG
FAST
CTVA
EXC
SYY
MLM
GEHC
HPQ
KVUE
FICO
NDAQ
BIIB
EXR
IT
XYL
VMC
DD
FANG
LVS
HWM
CTSH
GLW
DAL
ED
RMD
MTD
BKR
ON
GRMN
DFS
LYB
VST
TSCO
CSGP
CDW
XEL
EFX
PPG
VICI
ADM
HIG
FSLR
HAL
ROK
DVN
AVB
WAB
ANSS
EIX
HPE
TTWO
DG
CBRE
TRGP
CHD
EBAY
WTW
DECK
NTAP
IRM
BRO
TROW
FTV
WDC
AWK
EQR
WEC
VLTO
CAH
DOV
WST
IFF
FITB
GPN
PHM
RJF
NVR
KEYS
MTB
ROL
DTE
BR
ETR
DLTR
TER
FE
AXON
ZBH
STX
STE
INVH
STT
SBAC
WY
VTR
ES
PTC
PPL
BALL
ARE
LYV
HUBB
TYL
WRB
CTRA
CNP
K
LDOS
ALGN
CCL
APTV
GPC
STLD
TSN
BBY
AEE
ULTA
COO
TDY
BLDR
AVY
MKC
DPZ
MOH
PFG
VRSN
HBAN
CMS
DRI
WBD
ESS
CBOE
CINF
CPAY
ATO
WAT
EXPD
EQT
OMC
ILMN
J
BAX
RF
LUV
ENPH
LH
HOLX
SWKS
SYF
HRL
NTRS
CLX
EXPE
PKG
NRG
UAL
L
TXT
JBHT
MAA
EG
IP
NWS
NWSA
CFG
ZBRA
DGX
FDS
GEN
MAS
CE
IEX
FOX
FOXA
BG
JBL
AMCR
PODD
INCY
DOC
SNA
AES
AKAM
CAG
WBA
RVTY
CF
TRMB
UDR
CPB
NDSN
POOL
HST
SWK
PNR
LNT
NI
KIM
KEY
LW
MGM
DVA
ALB
EVRG
VTRS
AOS
TECH
SJM
JKHY
EMN
JNPR
BEN
REG
CPT
RL
UHS
IPG
KMX
CRL
LKQ
QRVO
TAP
APA
EPAM
ALLE
WYNN
FFIV
TFX
CHRW
BBWI
BXP
TPR
HII
MOS
PNW
AIZ
HAS
FRT
HSIC
MTCH
PAYC
GNRC
BIO
DAY
CZR
MKTX
AAL
BWA
GL
MHK
PARA
NCLH
ETSY
FMC
RHI
IVZ
CMA
